crime,cod_ibge,municipio,taxa_por_1000,moran_local_Ii,p_valor,cluster,litoranea_turistica
Furto (art. 155),3500402,Águas da Prata,4.343,0.219,0.726,Não significativo,0
Furto (art. 155),3500501,Águas de Lindóia,4.127,0.3436,0.45,Não significativo,0
Furto (art. 155),3500550,Águas de Santa Bárbara,8.499,-0.0779,0.704,Não significativo,0
Furto (art. 155),3500600,Águas de São Pedro,14.388,0.3584,0.676,Não significativo,0
Furto (art. 155),3500709,Agudos,8.546,0.1309,0.324,Não significativo,0
Furto (art. 155),3500758,Alambari,7.002,0.0041,0.35,Não significativo,0
Furto (art. 155),3500808,Alfredo Marcondes,6.974,-0.0012,0.314,Não significativo,0
Furto (art. 155),3500907,Altair,5.795,0.0612,0.684,Não significativo,0
Furto (art. 155),3501004,Altinópolis,4.697,-0.0774,0.628,Não significativo,0
Furto (art. 155),3501103,Alto Alegre,6.509,0.0689,0.116,Não significativo,0
Furto (art. 155),3501152,Alumínio,11.098,0.8082,0.142,Não significativo,0
Furto (art. 155),3501202,Álvares Florence,10.983,0.077,0.746,Não significativo,0
Furto (art. 155),3501301,Álvares Machado,6.347,0.0304,0.778,Não significativo,0
Furto (art. 155),3501400,Álvaro de Carvalho,8.111,-0.0288,0.91,Não significativo,0
Furto (art. 155),3501509,Alvinlândia,4.159,0.1347,0.714,Não significativo,0
Furto (art. 155),3501608,Americana,11.857,0.9664,0.136,Não significativo,0
Furto (art. 155),3501707,Américo Brasiliense,10.479,0.8211,0.116,Não significativo,0
Furto (art. 155),3501806,Américo de Campos,6.133,-0.0072,0.812,Não significativo,0
Furto (art. 155),3501905,Amparo,6.117,0.0428,0.618,Não significativo,0
Furto (art. 155),3502002,Analândia,10.242,0.6406,0.106,Não significativo,0
Furto (art. 155),3502101,Andradina,8.38,-0.0466,0.81,Não significativo,0
Furto (art. 155),3502200,Angatuba,4.204,0.0672,0.864,Não significativo,0
Furto (art. 155),3502309,Anhembi,12.689,0.522,0.412,Não significativo,0
Furto (art. 155),3502408,Anhumas,5.966,0.0022,0.884,Não significativo,0
Furto (art. 155),3502507,Aparecida,19.958,-1.1819,0.534,Não significativo,0
Furto (art. 155),3502606,Aparecida d'Oeste,5.384,0.2782,0.066,Não significativo,0
Furto (art. 155),3502705,Apiaí,4.962,0.3367,0.05,Baixo-Baixo,0
Furto (art. 155),3502754,Araçariguama,8.782,0.0466,0.726,Não significativo,0
Furto (art. 155),3502804,Araçatuba,11.833,-0.2572,0.544,Não significativo,0
Furto (art. 155),3502903,Araçoiaba da Serra,6.966,1e-4,0.226,Não significativo,0
Furto (art. 155),3503000,Aramina,7.565,0.1464,0.104,Não significativo,0
Furto (art. 155),3503109,Arandu,2.614,0.5106,0.514,Não significativo,0
Furto (art. 155),3503158,Arapeí,6.867,0.0158,0.348,Não significativo,0
Furto (art. 155),3503208,Araraquara,13.434,0.148,0.748,Não significativo,0
Furto (art. 155),3503307,Araras,10.224,0.5041,0.184,Não significativo,0
Furto (art. 155),3503356,Arco-Íris,4.892,0.2897,0.154,Não significativo,0
Furto (art. 155),3503406,Arealva,7.38,0.0426,0.332,Não significativo,0
Furto (art. 155),3503505,Areias,7.269,-0.0418,0.274,Não significativo,0
Furto (art. 155),3503604,Areiópolis,5.627,0.019,0.958,Não significativo,0
Furto (art. 155),3503703,Ariranha,4.736,0.2675,0.202,Não significativo,0
Furto (art. 155),3503802,Artur Nogueira,7.229,0.0262,0.38,Não significativo,0
Furto (art. 155),3503901,Arujá,8.56,0.365,0.122,Não significativo,0
Furto (art. 155),3503950,Aspásia,2.172,0.9845,0.046,Baixo-Baixo,0
Furto (art. 155),3504008,Assis,10.364,-0.4247,0.196,Não significativo,0
Furto (art. 155),3504107,Atibaia,7.432,0.0226,0.566,Não significativo,0
Furto (art. 155),3504206,Auriflama,5.405,0.1795,0.304,Não significativo,0
Furto (art. 155),3504305,Avaí,8.253,-0.0059,0.918,Não significativo,0
Furto (art. 155),3504404,Avanhandava,4.351,0.0525,0.96,Não significativo,0
Furto (art. 155),3504503,Avaré,6.034,0.0561,0.506,Não significativo,0
Furto (art. 155),3504602,Bady Bassitt,5.062,-0.2958,0.206,Não significativo,0
Furto (art. 155),3504701,Balbinos,4.631,0.5163,0.178,Não significativo,0
Furto (art. 155),3504800,Bálsamo,7.19,-0.0126,0.696,Não significativo,0
Furto (art. 155),3504909,Bananal,5.417,0.1608,0.578,Não significativo,0
Furto (art. 155),3505005,Barão de Antonina,0.85,1.117,0.344,Não significativo,0
Furto (art. 155),3505104,Barbosa,4.61,0.0717,0.868,Não significativo,0
Furto (art. 155),3505203,Bariri,7.913,0.0768,0.358,Não significativo,0
Furto (art. 155),3505302,Barra Bonita,9.783,0.1025,0.674,Não significativo,0
Furto (art. 155),3505351,Barra do Chapéu,1.931,1.5059,0.004,Baixo-Baixo,0
Furto (art. 155),3505401,Barra do Turvo,11.053,0.5196,0.268,Não significativo,0
Furto (art. 155),3505500,Barretos,13.185,-0.0888,0.988,Não significativo,0
Furto (art. 155),3505609,Barrinha,4.768,-0.0777,0.684,Não significativo,0
Furto (art. 155),3505708,Barueri,11.764,1.8202,0.008,Alto-Alto,0
Furto (art. 155),3505807,Bastos,8.464,-0.0949,0.676,Não significativo,0
Furto (art. 155),3505906,Batatais,6.695,-0.0353,0.196,Não significativo,0
Furto (art. 155),3506003,Bauru,13.441,-0.0222,0.896,Não significativo,0
Furto (art. 155),3506102,Bebedouro,7.385,-0.0535,0.128,Não significativo,0
Furto (art. 155),3506201,Bento de Abreu,5.756,0.2543,0.078,Não significativo,0
Furto (art. 155),3506300,Bernardino de Campos,9.994,-0.0257,0.984,Não significativo,0
Furto (art. 155),3506359,Bertioga,16.311,2.722,0.046,Alto-Alto,1
Furto (art. 155),3506409,Bilac,6.558,-0.0111,0.716,Não significativo,0
Furto (art. 155),3506508,Birigui,8.186,0.0802,0.45,Não significativo,0
Furto (art. 155),3506607,Biritiba Mirim,5.929,-0.2393,0.128,Não significativo,0
Furto (art. 155),3506706,Boa Esperança do Sul,7.166,-2e-4,0.958,Não significativo,0
Furto (art. 155),3506805,Bocaina,7.372,0.0229,0.594,Não significativo,0
Furto (art. 155),3506904,Bofete,8.509,0.1249,0.388,Não significativo,0
Furto (art. 155),3507001,Boituva,11.951,-0.0633,0.996,Não significativo,0
Furto (art. 155),3507100,Bom Jesus dos Perdões,7.952,0.017,0.802,Não significativo,0
Furto (art. 155),3507159,Bom Sucesso de Itararé,2.813,1.0021,0.02,Baixo-Baixo,0
Furto (art. 155),3507209,Borá,9.923,-0.5688,0.09,Não significativo,0
Furto (art. 155),3507308,Boracéia,9.332,0.2423,0.408,Não significativo,0
Furto (art. 155),3507407,Borborema,7.311,0.0301,0.396,Não significativo,0
Furto (art. 155),3507456,Borebi,12.532,-0.2638,0.758,Não significativo,0
Furto (art. 155),3507506,Botucatu,9.493,0.1171,0.56,Não significativo,0
Furto (art. 155),3507605,Bragança Paulista,8.223,-0.0536,0.728,Não significativo,0
Furto (art. 155),3507704,Braúna,2.24,0.2133,0.722,Não significativo,0
Furto (art. 155),3507753,Brejo Alegre,5.458,-0.1238,0.536,Não significativo,0
Furto (art. 155),3507803,Brodowski,6.032,-0.0633,0.532,Não significativo,0
Furto (art. 155),3507902,Brotas,7.699,0.0305,0.59,Não significativo,0
Furto (art. 155),3508009,Buri,6.123,0.0541,0.534,Não significativo,0
Furto (art. 155),3508108,Buritama,7.205,0.0096,0.66,Não significativo,0
Furto (art. 155),3508207,Buritizal,10.56,0.5913,0.218,Não significativo,0
Furto (art. 155),3508306,Cabrália Paulista,3.954,0.0677,0.998,Não significativo,0
Furto (art. 155),3508405,Cabreúva,6.743,-0.0121,0.528,Não significativo,0
Furto (art. 155),3508504,Caçapava,9.459,0.3925,0.194,Não significativo,0
Furto (art. 155),3508603,Cachoeira Paulista,7.762,-0.0106,0.976,Não significativo,0
Furto (art. 155),3508702,Caconde,4.737,0.4786,0.098,Não significativo,0
Furto (art. 155),3508801,Cafelândia,4.443,-0.0081,0.912,Não significativo,0
Furto (art. 155),3508900,Caiabu,2.963,0.4809,0.362,Não significativo,0
Furto (art. 155),3509007,Caieiras,6.219,-0.3802,0.014,Baixo-Alto,0
Furto (art. 155),3509106,Caiuá,1.829,0.7416,0.24,Não significativo,0
Furto (art. 155),3509205,Cajamar,10.81,0.9573,0.06,Não significativo,0
Furto (art. 155),3509254,Cajati,7.785,0.0397,0.652,Não significativo,0
Furto (art. 155),3509304,Cajobi,5.146,0.3737,0.032,Baixo-Baixo,0
Furto (art. 155),3509403,Cajuru,10.869,-0.006,0.934,Não significativo,0
Furto (art. 155),3509452,Campina do Monte Alegre,7.222,-0.007,0.978,Não significativo,0
Furto (art. 155),3509502,Campinas,17.864,1.0974,0.262,Não significativo,0
Furto (art. 155),3509601,Campo Limpo Paulista,8.373,0.0964,0.484,Não significativo,0
Furto (art. 155),3509700,Campos do Jordão,11.304,-0.0724,0.984,Não significativo,0
Furto (art. 155),3509809,Campos Novos Paulista,6.751,0.0226,0.312,Não significativo,0
Furto (art. 155),3509908,Cananéia,8.626,0.6173,0.03,Alto-Alto,1
Furto (art. 155),3509957,Canas,10.343,-0.0474,0.926,Não significativo,0
Furto (art. 155),3510005,Cândido Mota,9.168,-0.2232,0.434,Não significativo,0
Furto (art. 155),3510104,Cândido Rodrigues,10.384,0.0993,0.716,Não significativo,0
Furto (art. 155),3510153,Canitar,5.889,-0.2222,0.18,Não significativo,0
Furto (art. 155),3510203,Capão Bonito,6.366,0.0566,0.29,Não significativo,0
Furto (art. 155),3510302,Capela do Alto,7.303,0.0178,0.546,Não significativo,0
Furto (art. 155),3510401,Capivari,4.933,0.1051,0.684,Não significativo,0
Furto (art. 155),3510500,Caraguatatuba,14.213,1.7613,0.084,Não significativo,1
Furto (art. 155),3510609,Carapicuíba,9.248,0.7136,0.084,Não significativo,0
Furto (art. 155),3510708,Cardoso,9.167,-0.1244,0.542,Não significativo,0
Furto (art. 155),3510807,Casa Branca,9.899,0.1418,0.588,Não significativo,0
Furto (art. 155),3510906,Cássia dos Coqueiros,6.431,-0.087,0.276,Não significativo,0
Furto (art. 155),3511003,Castilho,5.757,0.1813,0.136,Não significativo,0
Furto (art. 155),3511102,Catanduva,8.308,-0.2903,0.002,Alto-Baixo,0
Furto (art. 155),3511201,Catiguá,3.713,0.444,0.24,Não significativo,0
Furto (art. 155),3511300,Cedral,9.272,0.1018,0.598,Não significativo,0
Furto (art. 155),3511409,Cerqueira César,5.962,0.1528,0.112,Não significativo,0
Furto (art. 155),3511508,Cerquilho,6.667,-0.0093,0.656,Não significativo,0
Furto (art. 155),3511607,Cesário Lange,5.932,0.0596,0.688,Não significativo,0
Furto (art. 155),3511706,Charqueada,5.858,-0.0885,0.438,Não significativo,0
Furto (art. 155),3511904,Clementina,2.435,0.7515,0.066,Não significativo,0
Furto (art. 155),3512001,Colina,4.49,0.1572,0.67,Não significativo,0
Furto (art. 155),3512100,Colômbia,10.711,0.9034,0.196,Não significativo,0
Furto (art. 155),3512209,Conchal,8.896,0.3224,0.184,Não significativo,0
Furto (art. 155),3512308,Conchas,9.716,0.3222,0.27,Não significativo,0
Furto (art. 155),3512407,Cordeirópolis,9.26,0.2074,0.424,Não significativo,0
Furto (art. 155),3512506,Coroados,7.963,-0.1071,0.312,Não significativo,0
Furto (art. 155),3512605,Coronel Macedo,2.57,0.7465,0.078,Não significativo,0
Furto (art. 155),3512704,Corumbataí,10.012,0.4593,0.19,Não significativo,0
Furto (art. 155),3512803,Cosmópolis,7.261,0.0611,0.098,Não significativo,0
Furto (art. 155),3512902,Cosmorama,6.423,-0.0103,0.782,Não significativo,0
Furto (art. 155),3513009,Cotia,10.215,0.519,0.09,Não significativo,0
Furto (art. 155),3513108,Cravinhos,6.4,-0.023,0.686,Não significativo,0
Furto (art. 155),3513207,Cristais Paulista,8.628,0.3548,0.142,Não significativo,0
Furto (art. 155),3513306,Cruzália,3.795,0.6549,0.076,Não significativo,0
Furto (art. 155),3513405,Cruzeiro,6.884,0.0052,0.712,Não significativo,0
Furto (art. 155),3513504,Cubatão,11.434,2.8159,0.006,Alto-Alto,1
Furto (art. 155),3513603,Cunha,3.935,-0.0388,0.828,Não significativo,0
Furto (art. 155),3513702,Descalvado,9.29,0.2959,0.246,Não significativo,0
Furto (art. 155),3513801,Diadema,11.133,3.8563,0.01,Alto-Alto,0
Furto (art. 155),3513850,Dirce Reis,4.321,0.4649,0.096,Não significativo,0
Furto (art. 155),3513900,Divinolândia,2.42,0.6723,0.292,Não significativo,0
Furto (art. 155),3514007,Dobrada,3.996,0.2467,0.484,Não significativo,0
Furto (art. 155),3514106,Dois Córregos,8.69,-0.0041,0.872,Não significativo,0
Furto (art. 155),3514205,Dolcinópolis,3.172,0.4382,0.406,Não significativo,0
Furto (art. 155),3514304,Dourado,5.064,-0.0246,0.908,Não significativo,0
Furto (art. 155),3514403,Dracena,10.38,-1.1009,0.002,Alto-Baixo,0
Furto (art. 155),3514502,Duartina,6.003,-0.0479,0.518,Não significativo,0
Furto (art. 155),3514601,Dumont,4.963,-0.2687,0.32,Não significativo,0
Furto (art. 155),3514700,Echaporã,5.802,0.0281,0.87,Não significativo,0
Furto (art. 155),3514809,Eldorado,6.351,-0.0458,0.378,Não significativo,0
Furto (art. 155),3514908,Elias Fausto,5.255,0.0587,0.808,Não significativo,0
Furto (art. 155),3514924,Elisiário,2.868,0.5212,0.278,Não significativo,0
Furto (art. 155),3514957,Embaúba,3.874,0.614,0.05,Baixo-Baixo,0
Furto (art. 155),3515004,Embu das Artes,8.333,0.7403,0.012,Alto-Alto,0
Furto (art. 155),3515103,Embu-Guaçu,7.615,0.361,0.01,Alto-Alto,0
Furto (art. 155),3515129,Emilianópolis,1.991,1.5519,0.004,Baixo-Baixo,0
Furto (art. 155),3515152,Engenheiro Coelho,4.804,-0.4761,0.12,Não significativo,0
Furto (art. 155),3515186,Espírito Santo do Pinhal,5.048,-0.121,0.486,Não significativo,0
Furto (art. 155),3515194,Espírito Santo do Turvo,3.849,-0.2036,0.544,Não significativo,0
Furto (art. 155),3515202,Estrela d'Oeste,5.947,0.0786,0.462,Não significativo,0
Furto (art. 155),3515301,Estrela do Norte,5.549,0.0885,0.786,Não significativo,0
Furto (art. 155),3515350,Euclides da Cunha Paulista,3.407,0.1162,0.986,Não significativo,0
Furto (art. 155),3515400,Fartura,4.867,0.5226,0.002,Baixo-Baixo,0
Furto (art. 155),3515509,Fernandópolis,6.94,0.0027,0.266,Não significativo,0
Furto (art. 155),3515608,Fernando Prestes,7.237,0.0084,0.676,Não significativo,0
Furto (art. 155),3515657,Fernão,4.831,-0.0198,0.782,Não significativo,0
Furto (art. 155),3515707,Ferraz de Vasconcelos,9.861,1.7464,0.004,Alto-Alto,0
Furto (art. 155),3515806,Flora Rica,4.035,0.7729,0.002,Baixo-Baixo,0
Furto (art. 155),3515905,Floreal,4.025,0.4162,0.242,Não significativo,0
Furto (art. 155),3516002,Flórida Paulista,1.235,1.0144,0.036,Baixo-Baixo,0
Furto (art. 155),3516101,Florínea,4.934,0.2728,0.28,Não significativo,0
Furto (art. 155),3516200,Franca,12.521,1.0725,0.112,Não significativo,0
Furto (art. 155),3516309,Francisco Morato,7.569,0.0616,0.402,Não significativo,0
Furto (art. 155),3516408,Franco da Rocha,8.996,0.2829,0.234,Não significativo,0
Furto (art. 155),3516507,Gabriel Monteiro,6.153,0.068,0.502,Não significativo,0
Furto (art. 155),3516606,Gália,10.188,-0.3129,0.308,Não significativo,0
Furto (art. 155),3516705,Garça,6.412,0.0417,0.534,Não significativo,0
Furto (art. 155),3516804,Gastão Vidigal,7.688,-0.1593,0.012,Alto-Baixo,0
Furto (art. 155),3516853,Gavião Peixoto,4.041,-0.3397,0.316,Não significativo,0
Furto (art. 155),3516903,General Salgado,5.334,0.2417,0.138,Não significativo,0
Furto (art. 155),3517000,Getulina,4.3,-0.1362,0.538,Não significativo,0
Furto (art. 155),3517109,Glicério,8.7,-0.1319,0.568,Não significativo,0
Furto (art. 155),3517208,Guaiçara,9.165,0.1356,0.564,Não significativo,0
Furto (art. 155),3517307,Guaimbê,9.071,0.0257,0.796,Não significativo,0
Furto (art. 155),3517406,Guaíra,6.899,-0.0214,0.034,Baixo-Alto,0
Furto (art. 155),3517505,Guapiaçu,5.896,-0.1338,0.228,Não significativo,0
Furto (art. 155),3517604,Guapiara,4.569,0.0666,0.856,Não significativo,0
Furto (art. 155),3517703,Guará,11.394,0.5793,0.226,Não significativo,0
Furto (art. 155),3517802,Guaraçaí,4.435,0.3339,0.17,Não significativo,0
Furto (art. 155),3517901,Guaraci,7.15,0.0114,0.472,Não significativo,0
Furto (art. 155),3518008,Guarani d'Oeste,8.638,-0.033,0.974,Não significativo,0
Furto (art. 155),3518107,Guarantã,7.313,-0.0667,0.054,Não significativo,0
Furto (art. 155),3518206,Guararapes,6.121,0.1036,0.144,Não significativo,0
Furto (art. 155),3518305,Guararema,7.876,0.0055,0.866,Não significativo,0
Furto (art. 155),3518404,Guaratinguetá,7.192,0.0173,0.422,Não significativo,0
Furto (art. 155),3518503,Guareí,3.597,-0.0486,0.87,Não significativo,0
Furto (art. 155),3518602,Guariba,5.494,0.1157,0.47,Não significativo,0
Furto (art. 155),3518701,Guarujá,14.31,5.1838,0.012,Alto-Alto,1
Furto (art. 155),3518800,Guarulhos,13.671,2.164,0.032,Alto-Alto,0
Furto (art. 155),3518859,Guatapará,8.743,-0.0245,0.996,Não significativo,0
Furto (art. 155),3518909,Guzolândia,4.475,0.0479,0.96,Não significativo,0
Furto (art. 155),3519006,Herculândia,6.137,0.1137,0.22,Não significativo,0
Furto (art. 155),3519055,Holambra,6.559,-0.0517,0.296,Não significativo,0
Furto (art. 155),3519071,Hortolândia,10.074,0.9908,0.082,Não significativo,0
Furto (art. 155),3519105,Iacanga,12.264,-0.1689,0.924,Não significativo,0
Furto (art. 155),3519204,Iacri,3.915,0.3429,0.262,Não significativo,0
Furto (art. 155),3519253,Iaras,3.87,-0.3274,0.32,Não significativo,0
Furto (art. 155),3519303,Ibaté,7.396,0.1151,0.092,Não significativo,0
Furto (art. 155),3519402,Ibirá,4.79,0.2026,0.374,Não significativo,0
Furto (art. 155),3519501,Ibirarema,4.699,0.185,0.512,Não significativo,0
Furto (art. 155),3519600,Ibitinga,10.761,0.3006,0.376,Não significativo,0
Furto (art. 155),3519709,Ibiúna,7.513,0.083,0.108,Não significativo,0
Furto (art. 155),3519808,Icém,5.499,0.1636,0.376,Não significativo,0
Furto (art. 155),3519907,Iepê,4.069,0.3114,0.418,Não significativo,0
Furto (art. 155),3520004,Igaraçu do Tietê,8.959,-0.0495,0.944,Não significativo,0
Furto (art. 155),3520103,Igarapava,9.881,0.8088,0.1,Não significativo,0
Furto (art. 155),3520202,Igaratá,9.901,0.1027,0.586,Não significativo,0
Furto (art. 155),3520301,Iguape,9.548,1.2847,0.002,Alto-Alto,1
Furto (art. 155),3520400,Ilhabela,15.601,0,NA,Alto-Alto,1
Furto (art. 155),3520426,Ilha Comprida,26.455,3.2415,0.308,Não significativo,1
Furto (art. 155),3520442,Ilha Solteira,11.194,4e-4,0.93,Não significativo,0
Furto (art. 155),3520509,Indaiatuba,6.44,-0.0554,0.284,Não significativo,0
Furto (art. 155),3520608,Indiana,2.75,0.2624,0.758,Não significativo,0
Furto (art. 155),3520707,Indiaporã,11.4,-0.1618,0.814,Não significativo,0
Furto (art. 155),3520806,Inúbia Paulista,1.107,1.6028,0.014,Baixo-Baixo,0
Furto (art. 155),3520905,Ipaussu,5.47,-0.0765,0.57,Não significativo,0
Furto (art. 155),3521002,Iperó,5.595,-0.2616,0.118,Não significativo,0
Furto (art. 155),3521101,Ipeúna,6.88,-0.0072,0.416,Não significativo,0
Furto (art. 155),3521150,Ipiguá,5.916,-0.1158,0.336,Não significativo,0
Furto (art. 155),3521200,Iporanga,14.829,-0.86,0.324,Não significativo,0
Furto (art. 155),3521309,Ipuã,10.17,0.5399,0.172,Não significativo,0
Furto (art. 155),3521408,Iracemápolis,5.918,-0.1482,0.262,Não significativo,0
Furto (art. 155),3521507,Irapuã,5.971,-0.0061,0.89,Não significativo,0
Furto (art. 155),3521606,Irapuru,3.387,0.8093,0.024,Baixo-Baixo,0
Furto (art. 155),3521705,Itaberá,4.671,0.3577,0.118,Não significativo,0
Furto (art. 155),3521804,Itaí,4.408,0.4011,0.032,Baixo-Baixo,0
Furto (art. 155),3521903,Itajobi,7.299,-0.0035,0.996,Não significativo,0
Furto (art. 155),3522000,Itaju,5.252,-0.351,0.158,Não significativo,0
Furto (art. 155),3522109,Itanhaém,27.944,22.3208,0.002,Alto-Alto,1
Furto (art. 155),3522158,Itaoca,3.799,-0.1728,0.576,Não significativo,0
Furto (art. 155),3522208,Itapecerica da Serra,10.245,1.263,0.03,Alto-Alto,0
Furto (art. 155),3522307,Itapetininga,9.532,-0.1462,0.468,Não significativo,0
Furto (art. 155),3522406,Itapeva,6.687,0.0473,0.02,Baixo-Baixo,0
Furto (art. 155),3522505,Itapevi,8.713,0.2205,0.222,Não significativo,0
Furto (art. 155),3522604,Itapira,6.387,0.0148,0.874,Não significativo,0
Furto (art. 155),3522653,Itapirapuã Paulista,1.626,1.8426,0.01,Baixo-Baixo,0
Furto (art. 155),3522703,Itápolis,8.837,0.1456,0.338,Não significativo,0
Furto (art. 155),3522802,Itaporanga,4.402,0.6203,0.012,Baixo-Baixo,0
Furto (art. 155),3522901,Itapuí,8.2,0.21,0.18,Não significativo,0
Furto (art. 155),3523008,Itapura,9.047,0.2413,0.36,Não significativo,0
Furto (art. 155),3523107,Itaquaquecetuba,9.115,1.0412,0.002,Alto-Alto,0
Furto (art. 155),3523206,Itararé,5.356,0.2757,0.106,Não significativo,0
Furto (art. 155),3523305,Itariri,8.63,1.067,0.02,Alto-Alto,0
Furto (art. 155),3523404,Itatiba,6.382,-0.031,0.5,Não significativo,0
Furto (art. 155),3523503,Itatinga,6.083,-0.0379,0.562,Não significativo,0
Furto (art. 155),3523602,Itirapina,7.989,0.143,0.188,Não significativo,0
Furto (art. 155),3523701,Itirapuã,7.268,0.116,0.148,Não significativo,0
Furto (art. 155),3523800,Itobi,4.599,0.0076,0.888,Não significativo,0
Furto (art. 155),3523909,Itu,9.379,0.176,0.416,Não significativo,0
Furto (art. 155),3524006,Itupeva,6.769,-0.0395,0.116,Não significativo,0
Furto (art. 155),3524105,Ituverava,9.023,0.481,0.05,Alto-Alto,0
Furto (art. 155),3524204,Jaborandi,3.697,-0.2567,0.448,Não significativo,0
Furto (art. 155),3524303,Jaboticabal,9.607,-0.0476,0.926,Não significativo,0
Furto (art. 155),3524402,Jacareí,7.854,0.0897,0.328,Não significativo,0
Furto (art. 155),3524501,Jaci,4.86,0.1759,0.478,Não significativo,0
Furto (art. 155),3524600,Jacupiranga,5.343,-0.148,0.328,Não significativo,0
Furto (art. 155),3524709,Jaguariúna,12.907,1.1101,0.162,Não significativo,0
Furto (art. 155),3524808,Jales,7.545,-0.1245,0.006,Alto-Baixo,0
Furto (art. 155),3524907,Jambeiro,10.005,0.4427,0.174,Não significativo,0
Furto (art. 155),3525003,Jandira,7.319,0.0838,0.094,Não significativo,0
Furto (art. 155),3525102,Jardinópolis,9.496,0.1316,0.564,Não significativo,0
Furto (art. 155),3525201,Jarinu,6.367,-0.0547,0.412,Não significativo,0
Furto (art. 155),3525300,Jaú,10.592,0.1045,0.666,Não significativo,0
Furto (art. 155),3525409,Jeriquara,8.543,0.2738,0.164,Não significativo,0
Furto (art. 155),3525508,Joanópolis,5.696,-7e-4,0.864,Não significativo,0
Furto (art. 155),3525607,João Ramalho,3.889,0.1284,0.83,Não significativo,0
Furto (art. 155),3525706,José Bonifácio,7.616,-0.0439,0.45,Não significativo,0
Furto (art. 155),3525805,Júlio Mesquita,3.291,-0.3677,0.348,Não significativo,0
Furto (art. 155),3525854,Jumirim,5.89,0.0573,0.834,Não significativo,0
Furto (art. 155),3525904,Jundiaí,10.248,0.0858,0.624,Não significativo,0
Furto (art. 155),3526001,Junqueirópolis,3.277,0.7806,0.004,Baixo-Baixo,0
Furto (art. 155),3526100,Juquiá,13.233,0.7257,0.286,Não significativo,0
Furto (art. 155),3526209,Juquitiba,12.735,3.2548,0.002,Alto-Alto,0
Furto (art. 155),3526308,Lagoinha,5.115,-0.2945,0.19,Não significativo,0
Furto (art. 155),3526407,Laranjal Paulista,4.912,-0.0656,0.62,Não significativo,0
Furto (art. 155),3526506,Lavínia,1.548,0.6175,0.266,Não significativo,0
Furto (art. 155),3526605,Lavrinhas,5.857,0.0441,0.858,Não significativo,0
Furto (art. 155),3526704,Leme,7.62,0.128,0.11,Não significativo,0
Furto (art. 155),3526803,Lençóis Paulista,6.992,9e-4,0.568,Não significativo,0
Furto (art. 155),3526902,Limeira,11.629,0.4851,0.26,Não significativo,0
Furto (art. 155),3527009,Lindóia,4.99,0.2246,0.402,Não significativo,0
Furto (art. 155),3527108,Lins,11.3,0.065,0.782,Não significativo,0
Furto (art. 155),3527207,Lorena,5.81,0.0245,0.912,Não significativo,0
Furto (art. 155),3527256,Lourdes,5.641,-0.0622,0.566,Não significativo,0
Furto (art. 155),3527306,Louveira,6.616,-0.0384,0.374,Não significativo,0
Furto (art. 155),3527405,Lucélia,3.589,0.8103,0.006,Baixo-Baixo,0
Furto (art. 155),3527504,Lucianópolis,5.059,0.0269,0.982,Não significativo,0
Furto (art. 155),3527603,Luís Antônio,4.81,-0.3409,0.124,Não significativo,0
Furto (art. 155),3527702,Luiziânia,3.616,0.6748,0.018,Baixo-Baixo,0
Furto (art. 155),3527801,Lupércio,4.521,0.3636,0.202,Não significativo,0
Furto (art. 155),3527900,Lutécia,2.255,-0.0778,0.752,Não significativo,0
Furto (art. 155),3528007,Macatuba,3.862,-0.3593,0.314,Não significativo,0
Furto (art. 155),3528106,Macaubal,3.342,0.5806,0.104,Não significativo,0
Furto (art. 155),3528205,Macedônia,2.523,-0.4325,0.366,Não significativo,0
Furto (art. 155),3528304,Magda,1.58,0.66,0.17,Não significativo,0
Furto (art. 155),3528403,Mairinque,6.736,-0.0632,0.056,Não significativo,0
Furto (art. 155),3528502,Mairiporã,8.865,0.698,0.008,Alto-Alto,0
Furto (art. 155),3528601,Manduri,3.647,0.0358,0.984,Não significativo,0
Furto (art. 155),3528700,Marabá Paulista,1.531,0.9153,0.046,Baixo-Baixo,0
Furto (art. 155),3528809,Maracaí,4.34,0.183,0.528,Não significativo,0
Furto (art. 155),3528858,Marapoama,4.557,0.1648,0.658,Não significativo,0
Furto (art. 155),3528908,Mariápolis,4.555,0.4894,0.026,Baixo-Baixo,0
Furto (art. 155),3529005,Marília,12.271,-0.5255,0.208,Não significativo,0
Furto (art. 155),3529104,Marinópolis,3.763,0.3797,0.444,Não significativo,0
Furto (art. 155),3529203,Martinópolis,5.144,0.3814,0.002,Baixo-Baixo,0
Furto (art. 155),3529302,Matão,7.604,0.0369,0.528,Não significativo,0
Furto (art. 155),3529401,Mauá,10.438,2.5155,0.006,Alto-Alto,0
Furto (art. 155),3529500,Mendonça,8.443,-0.0896,0.616,Não significativo,0
Furto (art. 155),3529609,Meridiano,5.031,0.293,0.154,Não significativo,0
Furto (art. 155),3529658,Mesópolis,4.098,0.5136,0.192,Não significativo,0
Furto (art. 155),3529708,Miguelópolis,10.853,0.4416,0.33,Não significativo,0
Furto (art. 155),3529807,Mineiros do Tietê,6.411,-0.0926,0.162,Não significativo,0
Furto (art. 155),3529906,Miracatu,12.02,1.1511,0.072,Não significativo,0
Furto (art. 155),3530003,Mira Estrela,7.358,0.0225,0.584,Não significativo,0
Furto (art. 155),3530102,Mirandópolis,5.289,0.1604,0.366,Não significativo,0
