crime,cod_ibge,municipio,taxa_por_1000,moran_local_Ii,p_valor,cluster,litoranea_turistica
Lesão corporal (art. 129),3501806,Américo de Campos,4.6,0.0926,0.242,Não significativo,0
Lesão corporal (art. 129),3501905,Amparo,4.058,0.0768,0.312,Não significativo,0
Lesão corporal (art. 129),3502002,Analândia,3.487,0.1097,0.702,Não significativo,0
Lesão corporal (art. 129),3502101,Andradina,4.416,-0.0018,0.91,Não significativo,0
Lesão corporal (art. 129),3502200,Angatuba,3.705,0.0737,0.656,Não significativo,0
Lesão corporal (art. 129),3502309,Anhembi,5.464,0.1685,0.554,Não significativo,0
Lesão corporal (art. 129),3502408,Anhumas,7.209,2.2786,0.026,Alto-Alto,0
Lesão corporal (art. 129),3502507,Aparecida,5.926,-0.337,0.528,Não significativo,0
Lesão corporal (art. 129),3502606,Aparecida d'Oeste,5.384,0.0484,0.83,Não significativo,0
Lesão corporal (art. 129),3502705,Apiaí,3.864,0.3433,0.004,Baixo-Baixo,0
Lesão corporal (art. 129),3502754,Araçariguama,4.321,0.0094,0.266,Não significativo,0
Lesão corporal (art. 129),3502804,Araçatuba,4.592,-0.113,0.018,Alto-Baixo,0
Lesão corporal (art. 129),3502903,Araçoiaba da Serra,3.144,0.3339,0.362,Não significativo,0
Lesão corporal (art. 129),3503000,Aramina,5.166,-0.3103,0.252,Não significativo,0
Lesão corporal (art. 129),3503109,Arandu,3.05,-0.5982,0.258,Não significativo,0
Lesão corporal (art. 129),3503158,Arapeí,6.867,0.4756,0.57,Não significativo,0
Lesão corporal (art. 129),3503208,Araraquara,4.174,0.1005,0.006,Baixo-Baixo,0
Lesão corporal (art. 129),3503307,Araras,4.768,-0.1173,0.21,Não significativo,0
Lesão corporal (art. 129),3503356,Arco-Íris,5.382,0.4436,0.124,Não significativo,0
Lesão corporal (art. 129),3503406,Arealva,4.428,0.0349,0.104,Não significativo,0
Lesão corporal (art. 129),3503505,Areias,6.71,-0.0802,0.97,Não significativo,0
Lesão corporal (art. 129),3503604,Areiópolis,3.258,-0.2286,0.498,Não significativo,0
Lesão corporal (art. 129),3503703,Ariranha,3.946,0.0559,0.646,Não significativo,0
Lesão corporal (art. 129),3503802,Artur Nogueira,4.217,0.0729,0.044,Baixo-Baixo,0
Lesão corporal (art. 129),3503901,Arujá,4.649,-0.1042,0.29,Não significativo,0
Lesão corporal (art. 129),3503950,Aspásia,3.8,0.0055,0.978,Não significativo,0
Lesão corporal (art. 129),3504008,Assis,4.822,-0.0266,0.866,Não significativo,0
Lesão corporal (art. 129),3504107,Atibaia,3.568,0.1558,0.44,Não significativo,0
Lesão corporal (art. 129),3504206,Auriflama,5.039,0.4401,0.054,Não significativo,0
Lesão corporal (art. 129),3504305,Avaí,6.692,0.9461,0.138,Não significativo,0
Lesão corporal (art. 129),3504404,Avanhandava,3.285,0.1979,0.59,Não significativo,0
Lesão corporal (art. 129),3504503,Avaré,4.86,0.0939,0.364,Não significativo,0
Lesão corporal (art. 129),3504602,Bady Bassitt,3.338,-0.2295,0.448,Não significativo,0
Lesão corporal (art. 129),3504701,Balbinos,14.15,-0.2311,0.914,Não significativo,0
Lesão corporal (art. 129),3504800,Bálsamo,4.273,-0.0084,0.65,Não significativo,0
Lesão corporal (art. 129),3504909,Bananal,3.812,-0.4871,0.11,Não significativo,0
Lesão corporal (art. 129),3505005,Barão de Antonina,2.549,0.03,0.876,Não significativo,0
Lesão corporal (art. 129),3505104,Barbosa,4.787,-0.1553,0.242,Não significativo,0
Lesão corporal (art. 129),3505203,Bariri,6.14,0.523,0.214,Não significativo,0
Lesão corporal (art. 129),3505302,Barra Bonita,2.708,-0.0843,0.834,Não significativo,0
Lesão corporal (art. 129),3505351,Barra do Chapéu,1.545,1.2489,0.18,Não significativo,0
Lesão corporal (art. 129),3505401,Barra do Turvo,3.345,0.0027,0.904,Não significativo,0
Lesão corporal (art. 129),3505500,Barretos,4.588,0.0968,0.102,Não significativo,0
Lesão corporal (art. 129),3505609,Barrinha,3.708,0.2515,0.19,Não significativo,0
Lesão corporal (art. 129),3505708,Barueri,3.918,0.1777,0.116,Não significativo,0
Lesão corporal (art. 129),3505807,Bastos,3.116,-0.1544,0.628,Não significativo,0
Lesão corporal (art. 129),3505906,Batatais,3.133,0.0736,0.864,Não significativo,0
Lesão corporal (art. 129),3506003,Bauru,5.204,0.2572,0.212,Não significativo,0
Lesão corporal (art. 129),3506102,Bebedouro,4.295,0.0072,0.598,Não significativo,0
Lesão corporal (art. 129),3506201,Bento de Abreu,2.302,-0.1966,0.75,Não significativo,0
Lesão corporal (art. 129),3506300,Bernardino de Campos,5.342,-0.4482,0.158,Não significativo,0
Lesão corporal (art. 129),3506359,Bertioga,7.104,0.2395,0.64,Não significativo,1
Lesão corporal (art. 129),3506409,Bilac,3.143,0.2682,0.478,Não significativo,0
Lesão corporal (art. 129),3506508,Birigui,4.135,0.055,0.376,Não significativo,0
Lesão corporal (art. 129),3506607,Biritiba Mirim,4.346,-0.0038,0.146,Não significativo,0
Lesão corporal (art. 129),3506706,Boa Esperança do Sul,4.238,-0.0225,0.404,Não significativo,0
Lesão corporal (art. 129),3506805,Bocaina,4.885,0.0542,0.67,Não significativo,0
Lesão corporal (art. 129),3506904,Bofete,3.346,0.1322,0.568,Não significativo,0
Lesão corporal (art. 129),3507001,Boituva,3.978,0.1874,0.062,Não significativo,0
Lesão corporal (art. 129),3507100,Bom Jesus dos Perdões,3.454,0.4013,0.182,Não significativo,0
Lesão corporal (art. 129),3507159,Bom Sucesso de Itararé,3.657,0.301,0.146,Não significativo,0
Lesão corporal (art. 129),3507209,Borá,4.41,0.0026,0.858,Não significativo,0
Lesão corporal (art. 129),3507308,Boracéia,8.059,2.1712,0.148,Não significativo,0
Lesão corporal (art. 129),3507407,Borborema,4.499,0.0623,0.14,Não significativo,0
Lesão corporal (art. 129),3507456,Borebi,4.423,-0.002,0.978,Não significativo,0
Lesão corporal (art. 129),3507506,Botucatu,5.752,0.2308,0.396,Não significativo,0
Lesão corporal (art. 129),3507605,Bragança Paulista,3.806,0.193,0.096,Não significativo,0
Lesão corporal (art. 129),3507704,Braúna,1.867,0.531,0.466,Não significativo,0
Lesão corporal (art. 129),3507753,Brejo Alegre,3.119,0.242,0.596,Não significativo,0
Lesão corporal (art. 129),3507803,Brodowski,3.651,0.2738,0.158,Não significativo,0
Lesão corporal (art. 129),3507902,Brotas,3.389,0.1805,0.472,Não significativo,0
Lesão corporal (art. 129),3508009,Buri,4.049,1e-4,0.944,Não significativo,0
Lesão corporal (art. 129),3508108,Buritama,3.951,0.0033,0.878,Não significativo,0
Lesão corporal (art. 129),3508207,Buritizal,3.673,-0.0063,0.906,Não significativo,0
Lesão corporal (art. 129),3508306,Cabrália Paulista,3.257,-0.1514,0.604,Não significativo,0
Lesão corporal (art. 129),3508405,Cabreúva,3.68,0.1952,0.26,Não significativo,0
Lesão corporal (art. 129),3508504,Caçapava,3.337,0.4191,0.174,Não significativo,0
Lesão corporal (art. 129),3508603,Cachoeira Paulista,3.041,0.5713,0.124,Não significativo,0
Lesão corporal (art. 129),3508702,Caconde,3.567,0.4237,0.118,Não significativo,0
Lesão corporal (art. 129),3508801,Cafelândia,3.182,-1.1929,0.002,Baixo-Alto,0
Lesão corporal (art. 129),3508900,Caiabu,4.58,0.0076,0.86,Não significativo,0
Lesão corporal (art. 129),3509007,Caieiras,3.546,0.0104,0.916,Não significativo,0
Lesão corporal (art. 129),3509106,Caiuá,4.025,0.0264,0.86,Não significativo,0
Lesão corporal (art. 129),3509205,Cajamar,4.164,0.0441,0.368,Não significativo,0
Lesão corporal (art. 129),3509254,Cajati,4.208,0.0135,0.892,Não significativo,0
Lesão corporal (art. 129),3509304,Cajobi,4.927,-0.1105,0.554,Não significativo,0
Lesão corporal (art. 129),3509403,Cajuru,4.322,9e-4,0.9,Não significativo,0
Lesão corporal (art. 129),3509452,Campina do Monte Alegre,4.535,-0.0218,0.832,Não significativo,0
Lesão corporal (art. 129),3509502,Campinas,3.866,0.2004,0.034,Baixo-Baixo,0
Lesão corporal (art. 129),3509601,Campo Limpo Paulista,3.748,0.206,0.258,Não significativo,0
Lesão corporal (art. 129),3509700,Campos do Jordão,5.876,-0.8877,0.062,Não significativo,0
Lesão corporal (art. 129),3509809,Campos Novos Paulista,1.841,-0.0201,0.922,Não significativo,0
Lesão corporal (art. 129),3509908,Cananéia,5.696,0.2959,0.408,Não significativo,1
Lesão corporal (art. 129),3509957,Canas,2.434,0.8929,0.294,Não significativo,0
Lesão corporal (art. 129),3510005,Cândido Mota,3.565,-0.0922,0.67,Não significativo,0
Lesão corporal (art. 129),3510104,Cândido Rodrigues,3.461,0.1537,0.696,Não significativo,0
Lesão corporal (art. 129),3510153,Canitar,5.411,0.1886,0.56,Não significativo,0
Lesão corporal (art. 129),3510203,Capão Bonito,3.539,0.1868,0.284,Não significativo,0
Lesão corporal (art. 129),3510302,Capela do Alto,3.805,0.1695,0.25,Não significativo,0
Lesão corporal (art. 129),3510401,Capivari,4.174,0.0263,0.65,Não significativo,0
Lesão corporal (art. 129),3510500,Caraguatatuba,6.473,0.5778,0.372,Não significativo,1
Lesão corporal (art. 129),3510609,Carapicuíba,3.434,0.3387,0.294,Não significativo,0
Lesão corporal (art. 129),3510708,Cardoso,6.699,0.5906,0.294,Não significativo,0
Lesão corporal (art. 129),3510807,Casa Branca,5.769,0.0353,0.824,Não significativo,0
Lesão corporal (art. 129),3510906,Cássia dos Coqueiros,2.144,-0.8858,0.3,Não significativo,0
Lesão corporal (art. 129),3511003,Castilho,4.305,-0.0023,0.794,Não significativo,0
Lesão corporal (art. 129),3511102,Catanduva,5.026,0.0639,0.596,Não significativo,0
Lesão corporal (art. 129),3511201,Catiguá,5.283,-0.3726,0.146,Não significativo,0
Lesão corporal (art. 129),3511300,Cedral,5.389,-0.2265,0.362,Não significativo,0
Lesão corporal (art. 129),3511409,Cerqueira César,7.033,0.0355,0.862,Não significativo,0
Lesão corporal (art. 129),3511508,Cerquilho,3.781,0.3636,0.014,Baixo-Baixo,0
Lesão corporal (art. 129),3511607,Cesário Lange,2.992,0.6542,0.082,Não significativo,0
Lesão corporal (art. 129),3511706,Charqueada,4.828,-0.1057,0.532,Não significativo,0
Lesão corporal (art. 129),3511904,Clementina,3.867,0.1694,0.134,Não significativo,0
Lesão corporal (art. 129),3512001,Colina,4.76,-0.0362,0.764,Não significativo,0
Lesão corporal (art. 129),3512100,Colômbia,6.336,0.4949,0.478,Não significativo,0
Lesão corporal (art. 129),3512209,Conchal,3.309,0.2878,0.398,Não significativo,0
Lesão corporal (art. 129),3512308,Conchas,4.661,-0.083,0.308,Não significativo,0
Lesão corporal (art. 129),3512407,Cordeirópolis,4.895,-0.0905,0.668,Não significativo,0
Lesão corporal (art. 129),3512506,Coroados,4.259,0.0485,0.048,Baixo-Baixo,0
Lesão corporal (art. 129),3512605,Coronel Macedo,4.439,0.0192,0.392,Não significativo,0
Lesão corporal (art. 129),3512704,Corumbataí,3.099,-0.1128,0.678,Não significativo,0
Lesão corporal (art. 129),3512803,Cosmópolis,3.714,0.238,0.19,Não significativo,0
Lesão corporal (art. 129),3512902,Cosmorama,4.817,-0.0129,0.99,Não significativo,0
Lesão corporal (art. 129),3513009,Cotia,3.582,0.2382,0.132,Não significativo,0
Lesão corporal (art. 129),3513108,Cravinhos,3.876,-0.0669,0.534,Não significativo,0
Lesão corporal (art. 129),3513207,Cristais Paulista,3.667,0.1278,0.596,Não significativo,0
Lesão corporal (art. 129),3513306,Cruzália,4.269,0.008,0.836,Não significativo,0
Lesão corporal (art. 129),3513405,Cruzeiro,4.149,0.0996,0.12,Não significativo,0
Lesão corporal (art. 129),3513504,Cubatão,3.77,0.3201,0.056,Não significativo,1
Lesão corporal (art. 129),3513603,Cunha,2.397,-0.2087,0.666,Não significativo,0
Lesão corporal (art. 129),3513702,Descalvado,2.551,0.2982,0.572,Não significativo,0
Lesão corporal (art. 129),3513801,Diadema,3.403,0.4934,0.192,Não significativo,0
Lesão corporal (art. 129),3513850,Dirce Reis,5.556,0.605,0.124,Não significativo,0
Lesão corporal (art. 129),3513900,Divinolândia,2.599,0.4565,0.512,Não significativo,0
Lesão corporal (art. 129),3514007,Dobrada,2.169,1.2913,0.026,Baixo-Baixo,0
Lesão corporal (art. 129),3514106,Dois Córregos,3.631,-0.1014,0.54,Não significativo,0
Lesão corporal (art. 129),3514205,Dolcinópolis,5.437,0.3412,0.332,Não significativo,0
Lesão corporal (art. 129),3514304,Dourado,3.953,0.027,0.85,Não significativo,0
Lesão corporal (art. 129),3514403,Dracena,5.322,0.2105,0.426,Não significativo,0
Lesão corporal (art. 129),3514502,Duartina,4.056,-0.1512,0.062,Não significativo,0
Lesão corporal (art. 129),3514601,Dumont,1.901,0.6981,0.476,Não significativo,0
Lesão corporal (art. 129),3514700,Echaporã,4.029,0.0717,0.364,Não significativo,0
Lesão corporal (art. 129),3514809,Eldorado,5.203,-0.2827,0.15,Não significativo,0
Lesão corporal (art. 129),3514908,Elias Fausto,3.729,0.2947,0.06,Não significativo,0
Lesão corporal (art. 129),3514924,Elisiário,2.231,-1.0602,0.176,Não significativo,0
Lesão corporal (art. 129),3514957,Embaúba,4.305,0.0051,0.824,Não significativo,0
Lesão corporal (art. 129),3515004,Embu das Artes,3.845,0.209,0.204,Não significativo,0
Lesão corporal (art. 129),3515103,Embu-Guaçu,4.181,0.0292,0.65,Não significativo,0
Lesão corporal (art. 129),3515129,Emilianópolis,5.64,0.8856,0.044,Alto-Alto,0
Lesão corporal (art. 129),3515152,Engenheiro Coelho,2.607,0.338,0.566,Não significativo,0
Lesão corporal (art. 129),3515186,Espírito Santo do Pinhal,3.717,0.0471,0.856,Não significativo,0
Lesão corporal (art. 129),3515194,Espírito Santo do Turvo,3.127,-0.3088,0.474,Não significativo,0
Lesão corporal (art. 129),3515202,Estrela d'Oeste,5.628,0.7299,0.05,Alto-Alto,0
Lesão corporal (art. 129),3515301,Estrela do Norte,6.659,1.6822,0.098,Não significativo,0
Lesão corporal (art. 129),3515350,Euclides da Cunha Paulista,6.31,1.5489,0.114,Não significativo,0
Lesão corporal (art. 129),3515400,Fartura,5.228,-0.0571,0.806,Não significativo,0
Lesão corporal (art. 129),3515509,Fernandópolis,5.001,0.235,0.18,Não significativo,0
Lesão corporal (art. 129),3515608,Fernando Prestes,3.871,0.0419,0.726,Não significativo,0
Lesão corporal (art. 129),3515657,Fernão,5.435,0.5972,0.166,Não significativo,0
Lesão corporal (art. 129),3515707,Ferraz de Vasconcelos,3.538,0.3174,0.244,Não significativo,0
Lesão corporal (art. 129),3515806,Flora Rica,6.725,1.5465,0.024,Alto-Alto,0
Lesão corporal (art. 129),3515905,Floreal,6.952,0.054,0.89,Não significativo,0
Lesão corporal (art. 129),3516002,Flórida Paulista,3.936,0.0938,0.464,Não significativo,0
Lesão corporal (art. 129),3516101,Florínea,7.011,-1.2871,0.114,Não significativo,0
Lesão corporal (art. 129),3516200,Franca,3.327,-0.1414,0.606,Não significativo,0
Lesão corporal (art. 129),3516309,Francisco Morato,4.318,0.0037,0.86,Não significativo,0
Lesão corporal (art. 129),3516408,Franco da Rocha,5.074,-0.1582,0.506,Não significativo,0
Lesão corporal (art. 129),3516507,Gabriel Monteiro,2.533,0.7502,0.13,Não significativo,0
Lesão corporal (art. 129),3516606,Gália,8.777,0.5609,0.534,Não significativo,0
Lesão corporal (art. 129),3516705,Garça,4.631,0.0877,0.238,Não significativo,0
Lesão corporal (art. 129),3516804,Gastão Vidigal,6.458,-0.2113,0.728,Não significativo,0
Lesão corporal (art. 129),3516853,Gavião Peixoto,2.552,0.129,0.882,Não significativo,0
Lesão corporal (art. 129),3516903,General Salgado,3.588,-0.2415,0.288,Não significativo,0
Lesão corporal (art. 129),3517000,Getulina,4.887,0.2249,0.084,Não significativo,0
Lesão corporal (art. 129),3517109,Glicério,3.383,0.579,0.022,Baixo-Baixo,0
Lesão corporal (art. 129),3517208,Guaiçara,6.228,1.0302,0.114,Não significativo,0
Lesão corporal (art. 129),3517307,Guaimbê,8.164,1.1053,0.306,Não significativo,0
Lesão corporal (art. 129),3517406,Guaíra,5.194,0.1624,0.462,Não significativo,0
Lesão corporal (art. 129),3517505,Guapiaçu,4.007,-0.0471,0.526,Não significativo,0
Lesão corporal (art. 129),3517604,Guapiara,2.577,0.6911,0.128,Não significativo,0
Lesão corporal (art. 129),3517703,Guará,4.031,-0.0045,0.936,Não significativo,0
Lesão corporal (art. 129),3517802,Guaraçaí,2.016,-0.6402,0.266,Não significativo,0
Lesão corporal (art. 129),3517901,Guaraci,7.923,0.8488,0.466,Não significativo,0
Lesão corporal (art. 129),3518008,Guarani d'Oeste,5.589,0.5153,0.158,Não significativo,0
Lesão corporal (art. 129),3518107,Guarantã,10.114,-0.016,0.964,Não significativo,0
Lesão corporal (art. 129),3518206,Guararapes,2.835,0.6067,0.056,Não significativo,0
Lesão corporal (art. 129),3518305,Guararema,5.763,-0.265,0.502,Não significativo,0
Lesão corporal (art. 129),3518404,Guaratinguetá,3.414,0.1212,0.574,Não significativo,0
Lesão corporal (art. 129),3518503,Guareí,3.264,0.5131,0.046,Baixo-Baixo,0
Lesão corporal (art. 129),3518602,Guariba,2.827,0.8415,0.024,Baixo-Baixo,0
Lesão corporal (art. 129),3518701,Guarujá,3.793,-0.2624,0.302,Não significativo,1
Lesão corporal (art. 129),3518800,Guarulhos,3.376,0.2932,0.232,Não significativo,0
Lesão corporal (art. 129),3518859,Guatapará,5.601,-0.4946,0.13,Não significativo,0
Lesão corporal (art. 129),3518909,Guzolândia,8.243,-0.4957,0.748,Não significativo,0
Lesão corporal (art. 129),3519006,Herculândia,3.945,-0.1154,0.324,Não significativo,0
Lesão corporal (art. 129),3519055,Holambra,2.319,0.4157,0.518,Não significativo,0
Lesão corporal (art. 129),3519071,Hortolândia,3.254,0.427,0.29,Não significativo,0
Lesão corporal (art. 129),3519105,Iacanga,6.611,0.5464,0.386,Não significativo,0
Lesão corporal (art. 129),3519204,Iacri,3.425,0.1346,0.596,Não significativo,0
Lesão corporal (art. 129),3519253,Iaras,3.995,-0.1317,0.232,Não significativo,0
Lesão corporal (art. 129),3519303,Ibaté,4.32,0.0095,0.5,Não significativo,0
Lesão corporal (art. 129),3519402,Ibirá,3.507,-0.039,0.89,Não significativo,0
Lesão corporal (art. 129),3519501,Ibirarema,6.578,-1.2247,0.044,Alto-Baixo,0
Lesão corporal (art. 129),3519600,Ibitinga,5.98,0.6638,0.126,Não significativo,0
Lesão corporal (art. 129),3519709,Ibiúna,4.629,-0.0704,0.218,Não significativo,0
Lesão corporal (art. 129),3519808,Icém,5.627,0.2726,0.464,Não significativo,0
Lesão corporal (art. 129),3519907,Iepê,3.675,-0.427,0.096,Não significativo,0
Lesão corporal (art. 129),3520004,Igaraçu do Tietê,4.588,-0.0241,0.748,Não significativo,0
Lesão corporal (art. 129),3520103,Igarapava,4.197,-0.1162,0.048,Baixo-Alto,0
Lesão corporal (art. 129),3520202,Igaratá,4.526,-0.0709,0.158,Não significativo,0
Lesão corporal (art. 129),3520301,Iguape,5.221,0.4598,0.028,Alto-Alto,1
Lesão corporal (art. 129),3520400,Ilhabela,8.502,0,NA,Alto-Alto,1
Lesão corporal (art. 129),3520426,Ilha Comprida,6.93,1.3226,0.282,Não significativo,1
Lesão corporal (art. 129),3520442,Ilha Solteira,4.031,-0.1063,0.252,Não significativo,0
Lesão corporal (art. 129),3520509,Indaiatuba,3.793,0.2493,0.05,Baixo-Baixo,0
Lesão corporal (art. 129),3520608,Indiana,5.305,0.5273,0.124,Não significativo,0
Lesão corporal (art. 129),3520707,Indiaporã,5.948,0.3393,0.474,Não significativo,0
Lesão corporal (art. 129),3520806,Inúbia Paulista,4.149,-0.0433,0.476,Não significativo,0
Lesão corporal (art. 129),3520905,Ipaussu,3.865,-0.0854,0.54,Não significativo,0
Lesão corporal (art. 129),3521002,Iperó,3.675,0.261,0.158,Não significativo,0
Lesão corporal (art. 129),3521101,Ipeúna,3.367,0.1183,0.776,Não significativo,0
Lesão corporal (art. 129),3521150,Ipiguá,5.177,0.2249,0.382,Não significativo,0
Lesão corporal (art. 129),3521200,Iporanga,2.719,0.8819,0.028,Baixo-Baixo,0
Lesão corporal (art. 129),3521309,Ipuã,5.466,-0.116,0.748,Não significativo,0
Lesão corporal (art. 129),3521408,Iracemápolis,4.006,0.0642,0.602,Não significativo,0
Lesão corporal (art. 129),3521507,Irapuã,5.242,0.5757,0.048,Alto-Alto,0
Lesão corporal (art. 129),3521606,Irapuru,6.493,-0.2209,0.816,Não significativo,0
Lesão corporal (art. 129),3521705,Itaberá,5.338,-0.0144,0.934,Não significativo,0
Lesão corporal (art. 129),3521804,Itaí,4.13,-0.0631,0.22,Não significativo,0
Lesão corporal (art. 129),3521903,Itajobi,4.238,-0.0439,0.184,Não significativo,0
Lesão corporal (art. 129),3522000,Itaju,3.593,-0.5077,0.074,Não significativo,0
Lesão corporal (art. 129),3522109,Itanhaém,4.872,0.095,0.494,Não significativo,1
Lesão corporal (art. 129),3522158,Itaoca,1.753,1.1951,0.188,Não significativo,0
Lesão corporal (art. 129),3522208,Itapecerica da Serra,3.444,0.2267,0.412,Não significativo,0
Lesão corporal (art. 129),3522307,Itapetininga,4.531,-0.0695,0.03,Alto-Baixo,0
Lesão corporal (art. 129),3522406,Itapeva,4.268,0.0057,0.8,Não significativo,0
Lesão corporal (art. 129),3522505,Itapevi,3.724,0.1852,0.212,Não significativo,0
Lesão corporal (art. 129),3522604,Itapira,3.249,0.1248,0.65,Não significativo,0
Lesão corporal (art. 129),3522653,Itapirapuã Paulista,2.555,1.5258,0.026,Baixo-Baixo,0
Lesão corporal (art. 129),3522703,Itápolis,4.735,0.0736,0.388,Não significativo,0
Lesão corporal (art. 129),3522802,Itaporanga,3.408,0.0094,0.952,Não significativo,0
Lesão corporal (art. 129),3522901,Itapuí,5.93,1.0111,0.082,Não significativo,0
Lesão corporal (art. 129),3523008,Itapura,5.529,-0.0563,0.972,Não significativo,0
Lesão corporal (art. 129),3523107,Itaquaquecetuba,3.195,0.3076,0.294,Não significativo,0
Lesão corporal (art. 129),3523206,Itararé,5.581,-0.1929,0.624,Não significativo,0
Lesão corporal (art. 129),3523305,Itariri,5.216,0.3844,0.228,Não significativo,0
Lesão corporal (art. 129),3523404,Itatiba,3.035,0.6065,0.048,Baixo-Baixo,0
Lesão corporal (art. 129),3523503,Itatinga,4.09,0.006,0.978,Não significativo,0
Lesão corporal (art. 129),3523602,Itirapina,4.087,0.0859,0.15,Não significativo,0
Lesão corporal (art. 129),3523701,Itirapuã,3.807,-0.2244,0.448,Não significativo,0
Lesão corporal (art. 129),3523800,Itobi,5.22,0.0508,0.756,Não significativo,0
Lesão corporal (art. 129),3523909,Itu,3.162,0.465,0.082,Não significativo,0
Lesão corporal (art. 129),3524006,Itupeva,3.554,0.3207,0.118,Não significativo,0
Lesão corporal (art. 129),3524105,Ituverava,3.274,0.0465,0.924,Não significativo,0
Lesão corporal (art. 129),3524204,Jaborandi,4.34,0.0011,0.87,Não significativo,0
Lesão corporal (art. 129),3524303,Jaboticabal,3.397,0.3322,0.1,Não significativo,0
Lesão corporal (art. 129),3524402,Jacareí,3.654,0.0715,0.768,Não significativo,0
Lesão corporal (art. 129),3524501,Jaci,3.941,-0.0935,0.482,Não significativo,0
Lesão corporal (art. 129),3524600,Jacupiranga,3.914,-0.0578,0.584,Não significativo,0
Lesão corporal (art. 129),3524709,Jaguariúna,3.1,0.4126,0.244,Não significativo,0
Lesão corporal (art. 129),3524808,Jales,4.92,0.3705,0.02,Alto-Alto,0
Lesão corporal (art. 129),3524907,Jambeiro,4.221,0.0488,0.15,Não significativo,0
Lesão corporal (art. 129),3525003,Jandira,3.677,0.2168,0.41,Não significativo,0
Lesão corporal (art. 129),3525102,Jardinópolis,3.202,0.5088,0.08,Não significativo,0
Lesão corporal (art. 129),3525201,Jarinu,3.623,0.3221,0.126,Não significativo,0
Lesão corporal (art. 129),3525300,Jaú,3.963,-0.0029,0.91,Não significativo,0
Lesão corporal (art. 129),3525409,Jeriquara,4.401,-0.0135,0.336,Não significativo,0
Lesão corporal (art. 129),3525508,Joanópolis,3.59,0.2935,0.33,Não significativo,0
Lesão corporal (art. 129),3525607,João Ramalho,5.033,0.3005,0.25,Não significativo,0
Lesão corporal (art. 129),3525706,José Bonifácio,4.45,0.045,0.056,Não significativo,0
Lesão corporal (art. 129),3525805,Júlio Mesquita,6.582,1.6857,0.038,Alto-Alto,0
Lesão corporal (art. 129),3525854,Jumirim,1.963,1.5289,0.05,Baixo-Baixo,0
Lesão corporal (art. 129),3525904,Jundiaí,2.87,0.3306,0.296,Não significativo,0
Lesão corporal (art. 129),3526001,Junqueirópolis,5.233,0.2394,0.23,Não significativo,0
Lesão corporal (art. 129),3526100,Juquiá,6.995,0.3229,0.694,Não significativo,0
Lesão corporal (art. 129),3526209,Juquitiba,5.036,-0.0401,0.862,Não significativo,0
Lesão corporal (art. 129),3526308,Lagoinha,4.525,-0.0412,0.396,Não significativo,0
Lesão corporal (art. 129),3526407,Laranjal Paulista,3.161,0.5551,0.038,Baixo-Baixo,0
Lesão corporal (art. 129),3526506,Lavínia,1.961,0.7183,0.286,Não significativo,0
Lesão corporal (art. 129),3526605,Lavrinhas,3.347,-0.016,0.924,Não significativo,0
Lesão corporal (art. 129),3526704,Leme,4.656,0.0491,0.518,Não significativo,0
Lesão corporal (art. 129),3526803,Lençóis Paulista,4.06,-0.0719,0.276,Não significativo,0
Lesão corporal (art. 129),3526902,Limeira,3.687,0.1819,0.198,Não significativo,0
Lesão corporal (art. 129),3527009,Lindóia,4.705,-0.1103,0.382,Não significativo,0
Lesão corporal (art. 129),3527108,Lins,5.951,1.1773,0.03,Alto-Alto,0
Lesão corporal (art. 129),3527207,Lorena,3.665,0.4267,0.018,Baixo-Baixo,0
Lesão corporal (art. 129),3527256,Lourdes,8.205,0.1284,0.844,Não significativo,0
Lesão corporal (art. 129),3527306,Louveira,3.452,0.536,0.082,Não significativo,0
Lesão corporal (art. 129),3527405,Lucélia,6.879,-1.0672,0.09,Não significativo,0
Lesão corporal (art. 129),3527504,Lucianópolis,3.794,-0.178,0.232,Não significativo,0
Lesão corporal (art. 129),3527603,Luís Antônio,5.3,-0.3482,0.094,Não significativo,0
Lesão corporal (art. 129),3527702,Luiziânia,4.893,0.0966,0.466,Não significativo,0
Lesão corporal (art. 129),3527801,Lupércio,5.777,0.0984,0.744,Não significativo,0
Lesão corporal (art. 129),3527900,Lutécia,4.885,-0.1165,0.406,Não significativo,0
Lesão corporal (art. 129),3528007,Macatuba,4.1,0.0545,0.472,Não significativo,0
Lesão corporal (art. 129),3528106,Macaubal,4.144,-0.0533,0.312,Não significativo,0
Lesão corporal (art. 129),3528205,Macedônia,3.533,-0.3596,0.134,Não significativo,0
Lesão corporal (art. 129),3528304,Magda,1.58,-0.8902,0.206,Não significativo,0
Lesão corporal (art. 129),3528403,Mairinque,3.658,0.232,0.24,Não significativo,0
Lesão corporal (art. 129),3528502,Mairiporã,4.507,-0.0525,0.18,Não significativo,0
Lesão corporal (art. 129),3528601,Manduri,4.458,0.0024,0.908,Não significativo,0
Lesão corporal (art. 129),3528700,Marabá Paulista,2.843,-0.3356,0.346,Não significativo,0
Lesão corporal (art. 129),3528809,Maracaí,4.182,0.0098,0.91,Não significativo,0
Lesão corporal (art. 129),3528858,Marapoama,7.898,0.0189,0.902,Não significativo,0
Lesão corporal (art. 129),3528908,Mariápolis,1.993,-0.3236,0.504,Não significativo,0
Lesão corporal (art. 129),3529005,Marília,4.288,0.0031,0.842,Não significativo,0
